"UCTAt1.2_S4_trimmed53_len_filtered_counts","UCTBt1.2_S5_trimmed53_len_filtered_counts","U2OS.CAS9TREX2A.t14_S1_trimmed53_len_filtered_counts","U2OS.CAS9TREX2B.t14_S2_trimmed53_len_filtered_counts","u2os_trex2a_t21_S4_trimmed53_len_filtered_counts","u2os_trex2b_t21_S5_trimmed53_len_filtered_counts","U2OS.CAS9TREX2A.t28_S5_trimmed53_len_filtered_counts","U2OS.CAS9TREX2B.t28_S6_trimmed53_len_filtered_counts"
1,1281,2,7,4,63,11,7
2946,5,53,56,355,701,54,207
2739,456,115,289,504,2891,29,249
2,10,8,157,26,978,12,11
1,3,45,127,1,3523,16,1477
2,23,11,32,1,157,24,9
45,311,14,133,64,4372,17,674
2,693,95,69,586,44,18,8
1,92,73,2,1044,2,121,3
163,918,3,2,14,1,5,3
6,424,60,12,98,7,26,5
509,5,108,298,910,2210,62,206
25,1163,127,94,915,797,23,44
695,5,36,12,18,228,25,4
962,5,96,230,597,2317,47,146
1,86,6,11,3,5,8,4
6,5,20,36,343,288,15,81
771,3,4,32,126,450,13,178
13,299,12,88,6,321,23,60
781,4,32,66,143,224,13,74
1124,1,42,5,470,1,33,1
2,3,7,10,81,1,9,3
988,1282,56,51,817,499,74,18
1336,107,158,33,1553,5,52,6
3,1514,154,49,11480,295,2314,19
132,449,25,167,207,854,10,167
1034,1539,80,12,1290,170,34,6
6,6,5,69,28,649,30,35
717,1652,40,106,971,694,63,221
3548,62,54,34,210,76,28,52
4,487,104,275,1412,2132,122,140
110,742,3,114,9,564,10,19
2018,1,11,52,243,443,11,15
7163,3,43,28,162,179,37,35
3,971,31,8,576,2,18,4
5733,538,43,84,357,1282,16,146
167,175,48,27,133,1030,9,36
1,1874,19,11,2244,5,305,4
135,437,14,3,233,3,15,3
1,301,55,19,427,8,52,10
20,4688,198,85,4544,450,484,11
6,2,41,71,252,744,16,2
1,4,6,82,2,564,14,53
4,1516,88,12,2489,4,375,10
1,650,11,38,4,149,20,4
4,1039,82,67,167,136,26,3
17,5,4,5,3,2,11,5
1441,4,143,10,1776,2,66,4
1,864,348,11,1501,3,72,6
285,1477,180,189,3180,1575,419,136
1,237,2,16,9,1,8,8
2,2,69,22,362,9,79,9
6,1,25,136,320,1542,20,218
428,164,4,11,1,70,9,2
671,197,34,15,344,107,9,2
1,2122,5,82,16,719,6,139
287,677,74,50,880,323,41,3
178,171,28,10,163,8,30,10
388,347,89,73,1769,376,86,42
137,758,132,87,1935,1161,57,117
4,2,99,7,316,1,42,4
614,8,71,59,335,626,78,96
1270,551,51,210,1011,340,50,31
6,1,14,11,501,2,83,2
169,1760,33,36,48,3,5,3
1866,1011,21,4,601,1,37,2
914,840,81,103,399,594,14,52
12,4,3,31,349,1,2,2
2,2,52,7,835,2,70,11
4,1,14,1,2,1,6,1
1033,1251,311,47,6527,40,412,8
6,6,13,112,4,587,20,63
172,231,40,17,79,2,23,2
1024,1312,20,32,14,370,10,4
1,678,22,101,88,467,16,1
4,2,29,26,243,136,41,2
4,897,91,23,412,37,25,30
3,315,11,20,3,25,18,4
1,2,63,149,629,713,19,65
3,489,49,14,379,3,45,10
3,650,18,36,1,94,10,5
3,232,50,40,672,368,42,7
2236,440,44,38,2147,47,83,1
1786,1,18,34,1,228,10,1
995,907,3,17,2,8,21,9
2,1,30,30,281,75,32,11
23,978,15,245,104,3558,17,241
1721,731,13,43,134,16,10,3
6,374,135,37,1332,365,95,14
5,8,160,59,1550,832,55,189
1,4,3,21,116,64,11,2
243,4,8,526,7,10092,12,1033
236,898,78,130,304,1021,42,40
2,4,42,9,2540,1,419,4
419,460,36,2,104,4,10,5
351,609,126,59,901,117,63,11
77,4,9,24,1,845,3,57
1,1007,25,40,25,184,3,1
11,3223,126,6,3423,6,181,9
1,2,8,6,3,1,7,3
492,2155,33,31,184,20,28,4
1952,309,33,5,753,3,51,3
209,503,87,272,5,1838,14,145
2,1,3,26,1,166,11,4
860,1322,69,19,764,1,36,10
772,440,475,83,2612,1416,212,153
1,2433,56,348,952,2981,53,125
1,8,5,22,88,409,19,13
3,72,14,16,62,9,7,9
161,1,3,2,2,3,9,2
1,675,35,10,73,3,16,12
2497,4,7,17,1,2,13,4
1065,650,56,1,951,48,10,1
3,4,30,2,1,2,1,2
38,260,23,53,42,573,17,58
1292,177,7,5,17,1,10,9
1,3,6,6,1,3,6,7
352,54,6,3,215,1,6,2
1080,214,22,15,3,30,14,2
3,314,7,6,2,5,13,3
560,666,44,491,261,16983,75,3003
51,2088,9,24,188,5,18,9
551,4,149,52,1937,709,142,176
3,4,68,111,1244,1646,35,83
533,365,173,20,1282,42,141,5
1131,839,47,53,388,42,25,11
172,193,9,1,1,1,11,116
723,471,58,92,224,2012,21,240
417,794,5,62,4,194,11,4
1,673,6,35,109,271,6,8
1,2,1,3,2,1,2,1
654,611,2,25,3,199,15,5
2940,75,45,111,107,1461,21,259
5,1,2,9,240,218,7,10
1189,5,15,16,17,34,18,4
3,1113,31,9,503,4,10,8
1,671,5,4,1,2,9,4
8,644,6,38,362,84,6,3
1229,1584,124,124,980,1066,42,73
660,1321,26,6,79,5,18,5
3,1,5,7,605,63,17,2
3,1,31,16,295,58,14,2
1,1,3,2,2,1,4,1
822,792,97,72,350,468,16,8
1,7,155,88,1471,483,46,39
172,993,32,148,2,290,11,5
3,1130,30,19,358,2,19,4
139,1455,22,12,84,90,28,10
4,1214,16,32,11,89,18,7
1722,1042,102,76,1342,482,36,99
1115,3,12,11,128,3,9,2
3,1413,4,26,1,217,2,3
350,7,18,14,1,1,3,4
397,2754,66,118,287,183,29,2
2007,596,115,7,1006,3,64,8
2,349,16,27,135,141,15,7
44,324,26,8,142,29,23,3
7,1,34,94,103,1105,8,115
2,2,13,44,42,106,9,4
413,405,114,52,1747,147,157,17
8,119,31,15,236,133,8,10
1085,1399,180,38,4871,163,336,17
173,2759,7,24,2,291,9,2
2,1,48,118,1683,1468,85,185
6159,2049,15,73,98,955,29,152
168,661,60,6,6,4,14,9
1,90,3,4,39,2,15,1
665,3,61,5,259,1,21,4
551,1,46,11,563,1,13,5
219,3,6,55,4,878,9,5
471,2,245,382,7708,9711,867,1217
130,2,7,6,48,77,7,4
576,54,46,719,714,14700,71,2047
3,1200,56,204,249,3422,19,258
39,1353,59,10,1449,8,52,10
32,543,19,19,287,129,14,5
809,43,47,59,111,2,10,4
314,652,25,7,221,1,26,33
2,1148,57,234,769,2671,61,246
1035,1,6,4,1,133,19,12
8,529,46,22,711,367,78,32
10,2,8,93,3,2630,11,834
1275,407,17,50,3,257,14,73
203,5,80,8,142,2,13,1
2,77,8,9,3,1,5,5
5,581,5,133,159,851,17,117
238,1227,312,24,5675,120,1186,20
42,1819,126,24,1029,8,24,6
271,2,11,156,1,850,5,41
1351,8,140,40,1242,12,131,24
3,1,38,206,538,3016,76,336
11,325,12,76,1,258,7,5
4,69,48,60,132,680,3,3
265,4,212,2,2636,1,69,5
1,784,38,28,318,1,26,12
494,620,54,20,402,183,51,14
1308,3,29,74,303,391,34,5
1036,196,115,12,1124,11,48,13
682,2,54,257,1737,3878,114,450
45,836,47,10,162,4,29,7
321,4,242,19,3704,7,135,4
5122,728,127,17,3545,43,379,11
148,255,107,375,453,6332,45,1603
105,1,58,72,94,796,12,106
1,799,54,3,1274,1,72,1
1,2,49,20,710,112,126,4
2,186,2,30,1,213,1,1
3,4000,228,170,3960,2328,304,141
1627,375,159,24,399,466,12,77
252,2,68,7,536,46,30,1
4,1,102,9,800,28,31,2
1,1,1,2,306,1,14,5
4,1,13,16,331,4,6,9
1529,150,6,4,1,20,11,6
91,988,48,7,385,7,35,8
579,176,174,12,1644,32,75,9
66,361,147,15,6116,169,426,14
354,570,88,103,1596,871,72,83
452,1409,103,96,887,334,25,4
3,1,100,1,920,2,118,5
63,336,92,18,5344,103,389,12
1,3,11,4,1,1,8,21
1236,3,72,27,1794,50,82,11
30,1779,18,30,37,277,15,8
2,131,21,3,151,1,3,2
1,189,56,116,1085,705,52,25
3,3,20,19,1,7,3,1
18,6,28,23,1352,107,51,11
3,92,13,4,345,4,12,4
2273,3,3,26,678,1,12,2
29,1004,66,9,786,4,11,6
42,303,26,38,7,5,13,4
312,4,42,2,373,1,20,2
3,176,38,101,437,1630,53,74
1,714,133,142,3403,1900,257,334
1233,615,43,32,240,2,21,4
70,5,44,29,252,43,32,6
4,4,55,44,857,216,92,10
1659,597,12,5,147,2,9,2
59,435,56,75,1015,1090,58,230
26,385,20,54,190,151,20,9
3,3,31,10,169,6,31,6
7,166,178,136,3448,1683,265,223
1,2,167,143,1336,2094,100,148
1651,549,5,30,263,206,84,1
1,1,48,6,190,2,39,9
586,2,116,14,1104,15,70,13
1,2,4,90,3,673,11,93
3,577,6,9,3,7,10,10
11,166,111,47,1378,605,72,81
401,33,4,166,5,1236,9,108
1876,350,25,59,1,612,6,1
456,367,5,20,6,2,10,6
1,79,4,91,2,1752,8,61
6,526,11,21,231,262,21,3
1,183,8,20,158,193,24,30
517,747,331,111,3551,1427,194,140
577,690,85,33,866,205,30,2
1,3,50,10,402,5,21,5
34,2,33,19,338,98,28,1
455,1,132,16,1791,4,88,7
3947,430,10,33,225,11,25,5
10,422,64,54,366,328,44,14
526,878,63,31,155,8,34,5
507,24,35,18,167,1,14,2
3,197,28,75,297,435,24,8
1374,3,2,4,1,2,4,2
714,4,56,24,269,312,14,2
4,2,2,7,135,4,10,1
1041,17,58,152,451,428,70,19
18,1,16,216,3,1483,18,64
4,1048,80,55,640,288,38,38
2,56,75,26,1485,97,135,2
130,1280,20,104,50,380,27,19
65,115,78,509,1244,19318,64,5316
1,3,4,4,1,3,14,6
2,403,12,6,21,50,16,10
1494,1179,56,33,800,1,45,1
323,3,166,78,1991,1101,155,88
1872,1120,55,9,337,18,15,6
914,219,58,62,715,168,30,13
3,390,49,25,186,116,15,13
3,1891,7,24,4,269,21,32
3,5,23,14,2,101,9,7
1350,2,10,15,173,1,9,8
158,301,30,12,17,77,5,3
1351,2,78,4,3814,2,476,10
1,1,55,6,1806,1,114,1
2,1390,6,5,3,1,8,6
22,1399,112,72,2784,256,211,20
2514,12,153,35,1803,31,464,12
1039,1206,32,42,417,63,47,16
233,2,15,9,162,2,12,1
39,33,34,106,500,1938,38,148
178,105,75,9,2269,1,126,7
23,477,182,245,4357,3431,351,662
414,559,29,23,614,65,61,10
487,1,7,17,9,159,6,1
469,115,36,102,111,2733,29,529
22,35,19,17,320,23,18,8
13,1286,163,258,463,3062,49,178
1037,414,8,37,10,258,15,13
73,27,35,6,556,2,48,6
1624,349,48,87,225,1737,19,102
188,3,2,42,1,68,1,8
488,5,85,32,1224,7,41,12
345,2,88,62,389,213,18,4
1,2,7,40,567,100,6,3
4,326,129,88,1383,629,80,36
168,728,33,44,437,332,20,11
1,608,32,12,124,3,41,6
751,152,89,112,1210,1515,49,142
2915,725,271,144,1602,1305,129,119
37,2,14,23,425,205,24,2
122,7,153,96,727,1063,16,60
28,1877,69,6,683,5,67,12
1186,535,56,97,747,1241,84,74
215,2,9,11,492,1,47,3
599,878,364,82,2918,422,168,87
1941,1146,423,86,3677,847,196,48
77,998,95,5,4402,23,608,3
4,3,19,135,2,1570,23,348
1,1,7,15,127,1,9,3
34,2259,19,241,3,1311,7,101
563,1049,58,158,392,1082,136,133
445,290,106,63,4742,431,615,21
168,5,119,61,1385,131,119,5
79,2,21,7,12,2,3,1
29,120,31,127,364,2742,20,461
4,2,149,18,813,129,31,30
237,687,33,157,171,2135,47,139
195,387,21,30,476,425,2,1
13,3944,201,62,1765,504,61,35
1504,570,202,69,3481,174,242,6
71,232,40,48,901,99,117,13
522,1574,93,12,522,2,62,40
21,3,12,189,21,2337,17,274
333,2230,140,109,2562,2026,133,293
59,1301,95,11,1239,52,104,1
21,3,62,17,145,141,31,5
392,481,62,11,1070,7,80,5
893,995,33,126,248,822,24,62
444,4,10,7,61,1,11,10
228,1,61,85,214,307,12,7
3504,1268,185,81,921,777,51,83
502,5,160,102,212,1150,10,161
1598,75,48,35,180,52,18,8
418,19,114,44,1260,175,64,2
344,113,171,132,1577,3396,111,423
1,3,16,11,143,23,8,4
619,2,1,20,115,598,3,75
1162,8,82,50,1077,445,233,34
51,1473,220,117,597,985,11,104
358,398,82,140,1061,2174,48,320
175,320,17,7,485,2,16,11
14,2103,247,104,2391,2653,224,422
3746,2808,184,243,790,2532,16,190
86,117,34,17,806,62,74,8
267,3,16,150,7,3577,29,1618
361,1298,32,53,250,358,24,65
1,1,112,85,1039,1265,84,179
337,2,81,12,1178,2,83,8
705,4,60,10,1036,13,186,7
124,24,49,140,158,3213,10,420
277,5,21,22,25,28,14,2
209,9,29,65,337,178,26,43
53,829,7,69,7,571,32,42
7287,3,22,31,43,190,5,24
382,4,51,38,10,62,19,10
1026,812,69,19,227,13,16,6
10,6,97,161,1517,2389,186,179
6,11,65,30,593,36,108,9
24,113,3,33,1,250,3,25
2450,941,26,147,199,732,8,4
5,575,178,125,760,639,77,96
532,2180,127,94,1111,374,183,20
1107,683,38,43,5,226,14,16
329,5,39,70,56,1049,21,157
4,665,11,4,139,5,14,1
30,39,101,107,965,389,37,22
25,968,59,119,320,705,26,67
522,5,3,44,7,644,5,48
1648,7,33,16,509,159,21,2
86,1,17,13,405,2,31,3
360,425,85,135,2382,2960,449,466
393,179,100,5,747,6,25,6
192,225,14,72,212,183,20,9
123,5,2,41,169,12,9,8
4,441,20,12,770,151,34,99
676,1407,77,59,167,290,27,4
236,298,18,8,178,32,7,4
380,1163,66,281,217,7574,40,1949
1255,2705,12,55,3,858,13,49
15,6,87,18,1462,59,100,4
3214,4365,122,49,2464,624,162,6
246,42,94,74,469,2046,14,212
424,34,6,10,1,3,1,1
679,580,37,161,526,3548,90,402
30,107,49,10,858,2,21,1
15,45,169,67,1789,301,238,98
1374,7,10,42,93,76,24,4
12,1233,3,8,200,1,10,1
77,1023,65,15,937,18,18,1
639,913,14,39,208,165,16,7
41,167,50,42,570,5,32,3
716,4,2,7,69,6,6,2
535,739,85,108,2248,679,295,81
806,1354,17,9,4,1,9,6
1,662,6,3,1,2,13,5
244,2,17,44,2,257,7,18
176,928,296,32,4185,684,296,107
945,379,187,195,1602,1446,154,189
468,3164,142,127,1729,1733,104,169
340,1801,116,83,2580,177,219,49
6,2568,81,46,141,55,1,3
3,854,329,75,5837,1140,279,282
2,1125,60,21,456,16,64,2
1,6,1,16,2,110,18,4
400,5236,53,51,380,87,21,7
4,8,54,94,558,1298,45,197
14,2273,1,42,2,318,7,4
3,1160,37,42,1286,381,66,2
1349,1383,187,139,3735,2081,160,303
1,913,4,14,2,116,9,57
1,4,5,58,46,505,14,2
2,1,4,3,3,1,10,2
1,1,78,12,406,177,12,1
2,1,41,8,398,7,36,7
124,312,9,34,468,1,16,1
111,283,9,401,305,7207,19,1675
1,1883,122,89,1295,875,79,42
1,9,52,169,841,2451,60,142
2,1,6,16,2,15,11,3
1165,2244,106,77,2644,297,260,26
608,945,8,5,3,1,9,2
1128,1183,6,117,3,1149,19,138
278,348,26,78,4,598,14,3
554,939,4,2,2,2,20,1
2,1848,3,16,1,166,7,3
2,1,60,21,281,1,47,4
68,3,1,3,24,1,9,5
1115,239,1,4,1,6,12,5
1,1,1,7,2,1,16,2
1,6,83,68,1104,196,84,4
1,389,15,13,11,2,12,10
1,4,11,8,129,1,11,1
2,5402,6,9,3,6,19,8
1,1,123,68,733,246,48,5
482,827,16,46,15,28,20,4
577,295,57,21,33,257,29,4
340,1,167,45,3891,34,315,10
30,3,43,107,332,683,38,4
287,793,68,52,1069,243,45,1
75,5,96,9,456,37,24,9
1010,1003,153,17,173,247,9,3
3,867,10,21,51,224,22,7
3,33,78,83,4,485,16,4
49,5,39,19,97,3,24,4
3,3,17,258,338,1966,45,385
2676,630,7,16,29,82,11,5
6,312,61,95,3115,489,414,58
1,437,6,13,2,72,24,3
499,4,255,14,10199,3,976,9
1473,7,178,24,4321,155,241,5
6,1,48,7,860,1,39,2
232,5,31,3,244,1,33,9
1539,143,43,3,233,4,22,4
87,4,24,26,776,30,45,8
582,2,52,118,270,1081,34,82
3,327,42,36,167,238,14,4
2,1237,174,48,5298,400,711,94
24,509,69,6,431,2,22,4
1,67,80,36,864,120,62,21
867,1,25,10,134,24,47,2
5,656,45,9,195,28,34,7
1,774,6,8,9,4,19,1
839,3,42,37,187,479,17,77
924,43,7,21,67,68,9,51
4,2799,54,2,693,1,66,5
139,381,68,32,649,14,42,6
865,98,30,43,31,236,10,10
595,1853,496,31,24169,160,9727,84
60,3,3,25,2,484,15,39
3642,3,50,40,527,311,37,6
1,1,18,9,203,2,9,3
1,5,13,7,214,1,1,2
560,402,27,90,621,1702,78,309
108,1055,17,122,387,484,17,3
78,3,4,20,3,45,19,5
245,115,14,5,55,41,11,6
1,9,1,23,1,54,12,11
2,4,24,251,5,6920,43,1311
1,668,5,82,1,476,14,7
13,1559,12,11,82,2,33,8
371,4,5,4,3,2,14,3
1,2346,43,19,184,154,18,4
1,115,103,8,523,2,47,4
752,4,88,47,1785,78,112,3
270,6,109,14,39,5,21,8
1,730,64,63,528,660,37,177
2,1894,97,26,235,6,19,8
1,20,3,20,2,233,9,3
3,134,7,7,2,3,14,1
1,2166,72,16,730,123,49,7
499,608,59,39,324,351,9,4
1,1459,1,5,66,1,4,3
384,1233,67,26,981,169,58,4
13,4,126,28,2183,114,232,5
1,155,4,5,1,1,8,2
374,33,63,2,401,4,18,3
567,1,23,28,1227,82,74,2
37,4,4,22,238,2,11,3
37,520,15,137,86,866,8,55
348,446,120,263,3285,3171,392,277
1,2505,112,34,1924,283,104,8
1,1470,18,6,53,54,2,1
627,2,125,18,1110,123,91,3
57,1,2,6,2,46,6,1
137,48,12,20,26,5,23,5
205,1,29,6,296,1,65,7
565,2,6,5,52,1,14,4
1301,2,221,8,7775,76,924,10
740,2,41,29,673,65,68,37
2883,2314,74,23,3090,118,268,14
73,1632,19,59,137,383,11,22
166,22,16,34,63,113,11,2
222,474,50,14,816,2,89,9
1,435,4,63,304,452,11,28
1,1,8,1,217,1,21,2
1192,220,147,40,2486,92,142,5
504,1450,21,9,60,1,9,4
1,199,68,7,200,8,22,5
481,3,3,57,151,833,12,142
1169,839,193,89,3808,1467,117,92
290,691,25,191,150,3878,11,326
477,4,5,52,126,682,10,137
704,290,70,17,522,63,17,13
4,2,557,58,9563,131,525,9
1,28,3,5,2,1,1,1
1,1,3,25,1,106,3,2
236,3,67,25,1209,84,59,19
380,3,77,240,623,1748,43,249
1,677,5,131,3,2729,6,527
6,1434,9,4,263,4,14,4
431,1,24,9,171,2,4,3
2,882,22,13,191,4,7,7
10,1,3,45,3,44,5,41
1,423,3,35,1,511,8,50
2713,6,90,23,818,167,44,5
1,1,25,1,54,1,8,4
28,193,3,4,1,1,3,3
652,269,18,16,53,222,7,3
197,196,11,6,327,15,9,4
673,510,46,77,306,762,84,136
1,1,29,35,89,319,2,31
1,1,20,15,42,4,3,3
9,457,4,10,32,138,2,5
1,575,4,6,2,2,3,2
3,519,279,27,3000,150,151,37
36,4,15,12,2,3,8,5
552,904,61,78,1369,1651,152,194
5,1415,2,3,2,1,4,2
2,2,7,3,92,1,14,4
5,4,9,4,2,2,10,3
4616,988,3,3,3,2,10,1
175,2106,37,2,294,3,29,5
248,1,18,191,298,2432,14,330
1929,2,58,76,173,852,11,26
1514,3,51,6,701,41,22,3
1223,4,14,5,179,4,19,5
768,1,2,10,1,1,4,6
3,2,8,14,211,23,19,3
2,2282,32,42,218,798,36,3
207,279,80,46,2857,209,250,2
2941,1190,4,221,83,4959,4,314
607,718,66,16,491,1,98,2
1,4,108,6,1584,3,83,8
1,3,7,8,4,5,5,8
1,2,3,6,4,1,9,9
308,1,43,3,277,1,28,3
1,576,9,7,138,2,5,6
1,1,2,2,1,1,1,1
2285,2,35,75,137,240,13,1
1367,5,18,2,27,1,1,2
995,189,123,6,645,4,30,6
1,1,4,16,43,3,7,1
28,2,126,61,298,219,12,12
19,24,34,9,317,4,17,6
1,2,4,4,98,1,1,7
1,271,3,35,1,186,14,10
15,2,93,179,3343,1937,315,207
612,363,37,36,307,551,33,34
2,1,19,6,173,200,7,7
2035,358,8,8,230,8,15,9
574,946,46,1,516,4,28,5
6,270,36,59,1092,330,28,46
11,2,51,4,333,2,9,7
932,1,16,21,25,31,9,1
233,3,34,48,703,443,38,23
13,3,27,25,1560,193,84,37
1,411,82,29,618,104,16,2
675,271,103,52,908,115,73,51
1,2,6,19,2,765,2,36
1,4,1,25,1,434,9,3
195,4,8,8,187,2,12,6
1,4,2,6,1,4,6,6
1,893,17,12,192,136,12,4
39,800,80,12,217,4,30,3
337,297,98,37,2445,375,231,8
2,233,36,25,74,53,4,36
6,585,8,29,265,35,15,10
598,2,4,3,156,4,13,4
212,2,51,3,201,14,31,1
1,2,24,10,378,1,21,3
240,4,9,28,2,65,3,1
677,453,44,91,353,277,28,51
4,506,94,217,378,1813,31,98
1310,2130,29,8,576,1,79,2
1,1,25,7,675,3,29,2
13,1029,80,52,659,63,91,50
2044,1863,6,49,1257,291,94,5
10,1,1,58,2,224,8,65
32,4,35,88,699,1225,130,243
234,1,36,5,457,5,37,2
2,508,39,49,44,224,7,32
3,1,5,10,1,73,5,3
1,1873,106,4,1520,253,43,3
540,1275,107,17,3761,429,283,53
1,4,1,6,24,1,1,2
2,2,5,8,1,9,5,6
1,1,27,5,22,2,2,3
405,2,28,7,224,6,21,2
40,2,10,5,74,1,16,2
2,516,13,100,28,1392,14,21
146,3962,135,45,2516,276,227,34
41,506,13,7,508,143,12,13
20,2,22,33,330,1,6,1
3953,1211,66,51,1290,624,98,49
5,970,3,14,5,58,6,11
115,3,123,3,1727,1,107,3
7,1,5,2,114,1,10,5
789,6,78,41,526,890,47,75
539,2,12,2,1,1,5,1
2,514,34,5,4,1,11,3
416,443,83,127,1398,1482,121,122
924,7,41,72,285,744,38,34
917,799,14,70,10,619,32,8
4,24,441,97,4465,1552,390,159
266,1348,10,13,109,1,5,3
2,126,3,38,31,387,10,1
2684,1296,350,130,15245,1507,2751,200
249,536,4,81,142,685,11,31
1589,647,127,25,824,507,65,38
314,1264,45,62,1212,635,63,61
3183,1155,119,14,4119,111,514,56
599,7,95,189,1424,1063,141,60
2,1,2,67,106,751,9,83
6416,1041,70,223,1173,3255,56,143
2,5,13,4,2,1,10,4
327,546,6,5,87,3,25,33
7,594,103,17,142,4,23,8
89,2119,52,39,216,162,36,4
8,7,38,18,98,2,12,3
3,903,99,25,287,115,60,37
264,679,125,46,2049,89,185,5
672,556,100,14,1659,120,85,7
1384,1110,66,34,1386,252,152,4
915,1,12,139,286,789,7,89
18,2090,91,1,499,2,26,4
1328,137,72,73,206,483,40,5
4,4,136,56,631,847,32,106
4,5,51,17,283,42,24,6
487,160,67,39,870,319,21,39
40,1222,8,90,5,300,10,47
1,444,65,61,681,899,42,191
4634,420,344,136,3704,2154,222,142
219,448,12,8,25,6,13,7
3359,1698,35,35,1963,240,80,7
3,47,21,48,302,62,16,2
1,5,24,25,3,1,14,1
1,1,8,4,34,1,18,1
2655,449,93,280,633,4215,22,832
641,1027,82,55,1301,617,89,81
51,1056,50,125,537,1206,63,150
97,1207,112,96,814,341,58,11
5,232,19,20,53,231,17,12
4924,76,118,34,1043,129,80,1
757,6,129,8,353,3,20,1
3,5,222,12,3915,77,230,3
172,219,52,45,1,646,15,77
3,512,2,1,288,1,24,5
1323,717,96,51,735,544,77,84
359,2,30,37,226,1558,28,98
424,380,49,9,368,3,14,2
936,2474,24,26,2,346,20,8
169,815,42,52,149,303,23,38
59,494,19,64,15,196,20,42
135,4,84,25,2890,185,254,46
1438,618,30,30,15,31,21,4
975,1009,102,26,310,300,52,26
165,126,48,4,453,1,38,3
1410,791,172,355,4532,5963,546,731
3373,787,56,66,50,459,6,68
870,2,149,10,1355,15,140,4
612,5,44,9,21,14,14,1
434,964,22,10,16,1,6,3
1066,949,13,56,4,314,19,24
1117,1069,174,47,922,550,32,59
78,3,52,100,271,430,8,31
307,1,13,3,4,1,17,3
1147,792,100,36,743,129,67,3
2,1,7,24,68,233,31,34
356,6,4,99,43,1332,7,154
1409,1373,28,56,76,1215,72,117
1,3,76,8,2,28,5,1
1551,559,32,28,4,60,11,1
14,6,20,33,454,329,29,38
249,108,8,82,57,570,9,59
1057,1039,77,15,567,67,53,8
4,733,4,2,1,3,5,1
3,1118,1,42,3,335,9,52
3,1,90,27,698,66,30,2
569,5,36,17,611,224,60,3
548,603,18,26,2,114,21,1
24,150,343,14,9938,45,1075,23
1206,909,8,8,72,6,17,6
6,309,1,31,6,19,13,6
1260,418,92,110,1781,752,37,122
44,432,1,18,1,204,9,61
186,2,9,5,4,3,16,33
716,752,21,44,613,158,22,6
27,1878,35,12,109,110,17,5
3172,67,460,18,6618,34,506,12
19,960,15,38,165,182,21,5
470,437,24,11,26,36,15,5
132,4,20,1,1,1,1,3
7,4,25,16,156,124,16,23
235,3,2,70,4,1489,10,191
192,43,54,42,414,326,12,20
526,336,151,35,668,11,89,12
1350,419,33,154,666,3627,82,971
3,1878,7,12,53,1,15,1
10,579,168,291,7506,2484,1000,303
1,1,51,14,168,40,17,1
1,45,131,68,2235,597,125,129
1644,454,46,70,323,882,16,58
2,193,59,59,109,502,6,63
5,663,4,3,10,1,3,1
1,2,24,1,240,1,3,2
1449,3169,34,188,116,817,13,238
1473,802,6,130,1,1081,8,232
1,7,47,17,155,1,9,1
83,1304,91,20,134,113,57,12
1,1,13,4,7,2,11,1
142,3527,155,164,846,958,59,75
2,4,13,18,1,23,9,2
129,746,88,8,661,2,75,14
1498,6,10,17,1,16,17,5
163,1,101,1,1321,1,53,4
2,1100,49,8,392,3,20,7
175,228,3,7,1,3,9,1
160,1221,60,65,851,563,54,47
3179,859,19,33,8,77,1,5
490,8,77,23,1029,68,77,7
12,804,1,1,401,1,1,1
486,3,178,23,1714,554,250,98
14,154,311,55,2515,306,53,50
28,448,305,8,1659,1,84,6
900,799,135,326,630,4383,51,753
2,4,26,21,200,391,11,12
37,111,5,63,5,441,12,96
7893,262,110,91,1164,83,76,8
116,5767,72,111,352,445,11,22
178,957,44,483,491,7745,64,1185
3208,1706,83,84,732,486,44,120
2,1457,63,89,113,536,9,113
236,705,74,52,553,272,15,47
722,1642,40,11,29,112,15,40
2144,1464,81,16,221,82,19,3
161,1784,49,139,692,1649,18,637
1,1,6,6,2,4,6,1
7,101,3,1,1,1,2,1
694,3,30,84,407,1781,20,270
5484,870,32,49,478,133,29,38
4,595,290,176,2607,1322,231,199
309,3001,35,23,274,110,31,50
2097,8,219,279,2931,3706,358,195
177,645,31,22,116,80,17,19
547,1127,80,117,795,775,38,44
993,5,11,11,2,3,13,7
2,575,144,40,556,4,69,5
2287,6,102,36,309,98,29,6
366,1889,348,157,6802,358,335,9
9,101,81,25,573,164,51,2
55,3,88,180,506,2129,31,544
291,5,40,24,169,1,24,3
170,1196,107,41,1011,308,46,26
307,2196,255,4,4022,4,395,12
1731,1332,102,49,1539,235,108,2
23,387,28,12,85,2,17,3
2,1478,20,7,2,2,10,3
34,104,42,19,1141,67,86,4
1081,8,119,149,529,1713,53,477
5,1,82,47,739,16,80,10
39,2,5,19,15,181,7,38
87,2,3,16,1117,106,5,1
1,130,61,69,277,214,29,30
488,4,196,21,2124,12,260,10
101,538,297,90,3976,1411,402,208
1,2,29,18,44,122,8,8
82,251,6,48,83,105,15,17
216,2424,129,71,1008,87,90,9
66,2,85,30,752,314,72,51
211,1234,70,40,469,428,23,40
10,3,59,13,648,115,22,1
2,346,54,146,903,938,32,159
706,1,105,50,738,233,71,8
2,6,4,4,4,1,10,8
1,1,6,14,3,3,6,6
154,3023,46,89,517,393,47,3
